airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
negative,1.0,Can't Tell,United,elmoray,@united thank you for your reply.  My frustration is that spending a upgrade just puts you on a wait  list.,2015-02-21 12:32:57-08:00,"Forest Grove, OR",Pacific Time (US & Canada)
positive,1.0,,United,ChefjeffSD,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,2015-02-21 12:29:33-08:00,San Diego ,Pacific Time (US & Canada)
positive,1.0,,United,jowyang,"@united Ill check it out, appreciate the response, regardless.",2015-02-21 12:26:42-08:00,"Silicon Valley, CA",Pacific Time (US & Canada)
negative,1.0,Cancelled Flight,United,pwaggs,@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,2015-02-21 12:15:18-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,0.6729,Bad Flight,United,jaycalavas,"@united troubling news, time to raise the bar on legroom! http://t.co/nmbHNGnMkI",2015-02-21 12:14:34-08:00,"ÜT: 39.768182,-86.167261",Pacific Time (US & Canada)
positive,1.0,,United,toddon14th,@united 1632 was phenomenal frm gate (SEA) to gate (IAD),2015-02-21 12:14:25-08:00,washington dc,Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,United,luko,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days,2015-02-21 12:05:03-08:00,Pittsburgh,Quito
negative,1.0,Customer Service Issue,United,TheBarnesology,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt,2015-02-21 12:04:43-08:00,"Houston, TX",Central Time (US & Canada)
negative,1.0,Late Flight,United,ThatsVy,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,2015-02-21 12:02:09-08:00,SoCal,Pacific Time (US & Canada)
positive,0.6741,,United,marynevis,@united I will. Thanks.,2015-02-21 11:44:46-08:00,"Beautiful Stockton, CA",Pacific Time (US & Canada)
negative,1.0,Can't Tell,United,marynevis,@united But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America,2015-02-21 11:38:46-08:00,"Beautiful Stockton, CA",Pacific Time (US & Canada)
positive,0.6487,,United,marynevis,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,2015-02-21 11:35:21-08:00,"Beautiful Stockton, CA",Pacific Time (US & Canada)
neutral,0.7047,,United,AngelikaGiatras,@united same flight number different flight. I'm heading to MPLS,2015-02-21 11:29:11-08:00,"Chicago, IL",Eastern Time (US & Canada)
neutral,1.0,,United,aptnelson,@united flights taking off from IAD this afternoon?,2015-02-21 11:25:03-08:00,"Ashburn, VA",Eastern Time (US & Canada)
neutral,0.66,,United,reccewife,@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap,2015-02-21 11:24:17-08:00,"Kingston, Canada",Mountain Time (US & Canada)
neutral,0.6813,,United,janemswift,@united and a husband.,2015-02-21 11:23:03-08:00,"Middlebury, VT",Eastern Time (US & Canada)
negative,0.6424,longlines,United,janemswift,@united need assistance. Line is out the door and travelling with 3 kids.,2015-02-21 11:21:28-08:00,"Middlebury, VT",Eastern Time (US & Canada)
negative,0.6517,Flight Attendant Complaints,United,marynevis,@united Friend at O'Hare and can't get on flight bc they say no proof he bought 1st class tkt. He has boarding pass.,2015-02-21 11:15:42-08:00,"Beautiful Stockton, CA",Pacific Time (US & Canada)
positive,0.6679,,United,PierreSchmit,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",2015-02-21 11:15:39-08:00,"Rixensart, Belgium",Brussels
negative,1.0,longlines,United,RussPJohn,"@United Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected &amp; appointed hacks http://t.co/kKEDjNRTWo”",2015-02-21 11:14:09-08:00,NOLA Reb,Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,United,rena_lea,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",2015-02-21 11:12:56-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
negative,0.6685,Late Flight,United,AngelikaGiatras,@united can anyone assure me that the aircraft coming to Denver had left it's previous destination? Flight 3618,2015-02-21 11:11:36-08:00,"Chicago, IL",Eastern Time (US & Canada)
negative,1.0,Can't Tell,United,JimRessler,@united yes refund my ticket and give me email address to let u know what happened,2015-02-21 11:09:26-08:00,nyc,Quito
negative,1.0,Can't Tell,United,dmb41shows,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ,2015-02-21 11:06:46-08:00,Pursuit of Happiness,Hawaii
negative,0.6197,Late Flight,United,RussPJohn,"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",2015-02-21 11:05:10-08:00,NOLA Reb,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,United,Andrewc11776,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",2015-02-21 10:58:25-08:00,NJ,Eastern Time (US & Canada)
negative,1.0,Late Flight,United,AngelikaGiatras,@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.,2015-02-21 10:56:35-08:00,"Chicago, IL",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,United,joesanchezr,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy),2015-02-21 10:55:16-08:00,"Toronto, Canada",Eastern Time (US & Canada)
negative,0.6655,Cancelled Flight,United,DianaGo144,@united I'm on snowy roads to BWI. I Just called MileagePlus &amp; told flight was Cancelled Flighted 1 1/2 hours ago. I rcvd no notification. Pls help,2015-02-21 10:49:04-08:00,NYC & SEAsia,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,United,Carl_Cochran1,@united U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT,2015-02-21 10:37:08-08:00,• Lacrosse ||'17|| Football •,Central Time (US & Canada)
negative,1.0,Can't Tell,United,JoeSchmuck,"Meanwhile, they fucked my flight. @united: The festivities are already in full swing at the United Fairway Club, overlooking the 17th hole..",2015-02-21 10:26:31-08:00,San Francisco,Pacific Time (US & Canada)
negative,1.0,Lost Luggage,United,NewsLadiesNeed,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,2015-02-21 10:12:14-08:00,Atlanta,Eastern Time (US & Canada)
neutral,0.68,,United,getpatrick,@united Yes. Luckily I was there.,2015-02-21 09:56:12-08:00,"Montreal, Quebec CA",Eastern Time (US & Canada)
negative,1.0,Late Flight,United,CBench79,@united what's the hold up with flight 6475 from SLC to DEN??,2015-02-21 09:50:53-08:00,"Salt Lake City, UT",Central Time (US & Canada)
negative,1.0,Cancelled Flight,United,HPStorageGuy,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong,2015-02-21 09:48:04-08:00,Boise,Mountain Time (US & Canada)
neutral,0.6923,,United,Globe_Guide,@united can you please follow for a DM?,2015-02-21 09:47:28-08:00,"Calgary, Canada",Central Time (US & Canada)
positive,0.7028,,United,DaRenton,@united thank you for the help!!,2015-02-21 09:37:55-08:00,Colorado,Mountain Time (US & Canada)
negative,1.0,Lost Luggage,United,NewsLadiesNeed,@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,2015-02-21 09:36:32-08:00,Atlanta,Eastern Time (US & Canada)
negative,1.0,Bad Flight,United,paul_e_jones,@United had a maintenance issue. Stuck in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti. Really.,2015-02-21 09:35:57-08:00,"Apex, NC",Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,United,gngstout,@united Hate when I get bumped out of the seat I've selected (&amp; empty row) and moved to another seat (non-empty). #1K #flt803 #nonupgrade!,2015-02-21 09:32:13-08:00,SoMD,Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,United,AnnieBodyCanada,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??,2015-02-21 09:24:14-08:00,"Ontario, Canada",Eastern Time (US & Canada)
negative,1.0,Bad Flight,United,iamlaurencard,.@united too much info to share via tweet. Please send me your name and contact info. Happy to supply you with images and CS rep names.,2015-02-21 09:23:15-08:00,"Aliso Viejo, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,United,NosihtamInc,@united once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!,2015-02-21 09:20:53-08:00,"Winnipeg, Manitoba",Central Time (US & Canada)
negative,1.0,Customer Service Issue,United,TimothyJGill,"@united besides landing the plane, overall customer service experience has been poor. Late Flight and rude workers plus missing luggage",2015-02-21 09:15:46-08:00,"Cleveland, Ohio",Eastern Time (US & Canada)
neutral,1.0,,United,D4Duskes,"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",2015-02-21 09:11:31-08:00,Montreal,Eastern Time (US & Canada)
positive,1.0,,United,grahamh00,@united you're good. Thank you!,2015-02-21 09:00:25-08:00,"Enfield, CT",Eastern Time (US & Canada)
neutral,0.6487,,United,weymouth371,@united  no thanks,2015-02-21 08:52:50-08:00,Canton Mass,Quito
neutral,1.0,,United,SisterTristan,@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,2015-02-21 08:49:25-08:00,Ohio,Eastern Time (US & Canada)
positive,0.6436,,United,mrp,"@united oh, the Wi-Fi router is on top of the fuselage! ;)",2015-02-21 08:41:42-08:00,sf - austin - sydney,Alaska
negative,1.0,Bad Flight,United,jrdnly,"@united on SFO-&gt;AUS UA343 2/17, IS9JX1; my seat appears to have had a mite problem. Dr recently confirmed over 50 bug bites were mites",2015-02-21 08:30:48-08:00,"iPhone: 50.079998,14.441111",Eastern Time (US & Canada)
negative,0.6634,Late Flight,United,michabt,"@United come on, reopen 1285 at ORD and clear your growing DC backlog",2015-02-21 08:29:56-08:00,"Here, There or En Route, ",Quito
negative,1.0,Can't Tell,United,startupofme,@united I'm strongly considering taking my business elsewhere. #UnitedAirlines,2015-02-21 08:24:52-08:00,New York,Eastern Time (US & Canada)
negative,0.7027,Flight Booking Problems,United,owenmcstravick,"@united your website won't allow me to post the required document, i keep getting **were having technical difficulties**",2015-02-21 08:24:51-08:00,UK,London
neutral,1.0,,United,LuxuryFred,@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,2015-02-21 08:23:26-08:00,In First Class,Arizona
negative,1.0,Bad Flight,United,startupofme,"@united really needs to start upgrading their planes. No TVs &amp; then the ""inflight wifi"" is currently unavailable #UnitedAirlines",2015-02-21 08:20:52-08:00,New York,Eastern Time (US & Canada)
negative,1.0,Can't Tell,United,rpgibson8589,@united outsourcing ticket and gate agents at MIA. Ill advised. You did it in ROC and service went downhill. Keep employees and fliers first,2015-02-21 08:17:08-08:00,Rochester NY,Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,United,tannad2001,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.,2015-02-21 08:10:45-08:00,Chicago,Central Time (US & Canada)
neutral,1.0,,United,froschmarc,@united #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1,2015-02-21 07:57:36-08:00,"New York, NY",Hawaii
positive,1.0,,United,zombiesausage,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,2015-02-21 07:40:02-08:00,"Denver, CO",Mountain Time (US & Canada)
neutral,0.6644,,United,hannahhappie,@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!,2015-02-21 07:38:54-08:00,Upper East Side,Central Time (US & Canada)
negative,1.0,Customer Service Issue,United,JimRessler,@united just had the worst customer service experience ever on united airlines,2015-02-21 07:27:11-08:00,nyc,Quito
negative,1.0,Flight Attendant Complaints,United,smonnat,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,2015-02-21 07:16:23-08:00,"State College, PA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,United,sjampol,@united I sent my details to the customer care link you sent me almost a month ago and no response.,2015-02-21 07:12:42-08:00,San Francisco,Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,United,Pacen8r,"@united your ""Airserv"" contractors aren't worth a wet damn. 30min Late Flight, still not done w bags on UA1566. They made checkin a calamity.",2015-02-21 05:59:25-08:00,"Manassas, Virginia",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,United,DiqM,"@united web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita",2015-02-21 05:44:14-08:00,here,Mountain Time (US & Canada)
negative,0.6334,Late Flight,United,JuanJoseRG02,"@united: ""Left gate 5 minutes early."" 
My thoughts: ""That doesn't count if you sit on the Tarmac for a half hour."" #comeonpeople",2015-02-21 05:25:18-08:00,"Nashville, TN      +309+ +320+",Central Time (US & Canada)
negative,1.0,Late Flight,United,beckybye,@united on flight 1665 but it's not departing! Website says delayed due to operational difficulties-what does that mean?,2015-02-21 05:22:36-08:00,"Denver, CO",Mountain Time (US & Canada)
negative,1.0,Flight Attendant Complaints,United,thefarb,"@united do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag,  didn't have to check",2015-02-21 05:08:15-08:00,"ÜT: 39.39339,-76.762595",Eastern Time (US & Canada)
